study,Key,Item_Type,Publication_Year,Author,Title,Publication_Title,ISSN,DOI,abstract_note,date,pages,journal_abbreviation,library_catalog,extra,link,automatic_tags,cites
ROS,RNPMCLJ6,journalArticle,2022,"Sm, Connor; M, Rashid; Kj, Ryan; K, Patel; Jd, Boyd; J, Smith; W, Elyaman; Da, Bennett; Em, Bradshaw",GW5074 Increases Microglial Phagocytic Activities: Potential Therapeutic Direction for Alzheimer's Disease,Frontiers in cellular neuroscience,1662-5102,10.3389/fncel.2022.894601,"Microglia, the resident immune cells of the central nervous system (CNS), are responsible for maintaining homeostasis in the brain by clearing debris and are suggested to be inefficient in Alzheimer's Disease (AD), a progressive neurodegenerative disorder for which there is no disease-modifying drug …",23/05/2022,,,PubMed,Publisher: Front Cell Neurosci PMID: 35677758,http://www.ncbi.nlm.nih.gov/pubmed/35677758,,
ROS,EBNB47DY,journalArticle,2022,"Me, Consens; Y, Chen; V, Menon; Y, Wang; Ja, Schneider; Pl, De Jager; Da, Bennett; Sj, Tripathy; D, Felsky",Bulk and Single-Nucleus Transcriptomics Highlight Intra-Telencephalic and Somatostatin Neurons in Alzheimer's Disease,Frontiers in molecular neuroscience,1662-5099,10.3389/fnmol.2022.903175,"Cortical neuron loss is a pathological hallmark of late-onset Alzheimer's disease (AD). However, it remains unclear which neuronal subtypes beyond broad excitatory and inhibitory classes are most vulnerable. Here, we analyzed cell subtype proportion differences in AD compared to non-AD controls usin …",06/10/2022,,,PubMed,Publisher: Front Mol Neurosci PMID: 35754708,http://www.ncbi.nlm.nih.gov/pubmed/35754708,,
ROS,VN6VBG56,journalArticle,2022,"A, Heywood; J, Stocks; Ja, Schneider; K, Arfanakis; Da, Bennett; Mf, Beg; L, Wang",The unique effect of TDP-43 on hippocampal subfield morphometry and cognition,NeuroImage. Clinical,2213-1582,10.1016/j.nicl.2022.103125,"<ol><li><span class=""label"">•</span><p>We explored <i>postmortem</i> TDP-43 burden and <i>antemortem</i> hippocampal surface deformation.</p></li><li><span class=""label"">•</span><p>TDP-43 was uniquely associated with inward deformation in the hippocampus.</p></li> …",14/07/2005,,,PubMed,Publisher: Neuroimage Clin PMID: 36002965,http://www.ncbi.nlm.nih.gov/pubmed/36002965,,
ROS,Z5H3U63T,journalArticle,2022,"M, Gok; N, Madrer; T, Zorbaz; Er, Bennett; D, Greenberg; Da, Bennett; H, Soreq",Altered levels of variant cholinesterase transcripts contribute to the imbalanced cholinergic signaling in Alzheimer's and Parkinson's disease,Frontiers in molecular neuroscience,1662-5099,10.3389/fnmol.2022.941467,"Acetylcholinesterase and butyrylcholinesterase (AChE and BChE) are involved in modulating cholinergic signaling, but their roles in Alzheimer's and Parkinson's diseases (AD and PD) remain unclear. We identified a higher frequency of the functionally impaired BCHE-K variant (rs1803274) in AD and PD c …",09/02/2022,,,PubMed,Publisher: Front Mol Neurosci PMID: 36117917,http://www.ncbi.nlm.nih.gov/pubmed/36117917,,
ROS,HDH36NXV,journalArticle,2022,"F, Epps; G, Brewster; Js, Phillips; R, Nash; Rc, Shah; K, Hepburn",Using a Warm Hand-Off Approach to Enroll African American Caregivers in a Multi-Site Clinical Trial: The Handshake Protocol,Journal of applied gerontology : the official journal of the Southern Gerontological Society,1552-4523,10.1177/0733464821992920,"""Testing Tele-Savvy"" was a three-arm randomized controlled trial that recruited participants from four National Institute on Aging (NIA)-funded Alzheimer's Disease Centers with Emory University serving as the coordinating center. The enrollment process involved each center providing a list of eligib …",2022-01,,,PubMed,Publisher: J Appl Gerontol PMID: 33567942,http://www.ncbi.nlm.nih.gov/pubmed/33567942,,
ROS,QH3FBRQ3,journalArticle,2022,"Aw, Capuano; Rc, Shah; P, Blanche; Rs, Wilson; Ll, Barnes; Da, Bennett; Z, Arvanitakis",Derivation and validation of the Rapid Assessment of Dementia Risk (RADaR) for older adults,PloS one,1932-6203,10.1371/journal.pone.0265379,"The RADaR, derived from community-dwelling older persons, is a brief and valid tool to predict dementia risk at 3 years in older White and Black persons.",17/03/2022,,,PubMed,Publisher: PLoS One PMID: 35299231,http://www.ncbi.nlm.nih.gov/pubmed/35299231,,
ROS,T5UPRJTG,journalArticle,2022,"Ll, Barnes",Alzheimer disease in African American individuals: increased incidence or not enough data?,Nature reviews. Neurology,1759-4766,10.1038/s41582-021-00589-3,Research on racial differences in Alzheimer disease (AD) dementia has increased in recent years. Older African American individuals bear a disproportionate burden of AD and cognitive impairment compared with non-Latino white individuals. Tremendous progress has been made over the past two decades in …,2022-01,,,PubMed,Publisher: Nat Rev Neurol PMID: 34873310,http://www.ncbi.nlm.nih.gov/pubmed/34873310,,
ROS,ZMVKPEBP,journalArticle,2022,"Cc, Umeh; A, Mahajan; A, Mihailovic; Gm, Pontone","APOE4 Allele, Sex, and Dementia Risk in Parkinson's Disease: Lessons From a Longitudinal Cohort",Journal of geriatric psychiatry and neurology,0891-9887,10.1177/08919887211060019,APOE4 allele status in PD may be a predictor of cognitive decline in PD but does not appear to be modified by sex.,2022-11,,,PubMed,Publisher: J Geriatr Psychiatry Neurol PMID: 34958617,http://www.ncbi.nlm.nih.gov/pubmed/34958617,,
ROS,QDDP42LV,journalArticle,2022,"L, Yu; Pa, Boyle; Ap, Wingo; J, Yang; T, Wang; As, Buchman; Ts, Wingo; Nt, Seyfried; Ai, Levey; Pl, De Jager; Ja, Schneider; Da, Bennett",Neuropathologic Correlates of Human Cortical Proteins in Alzheimer Disease and Related Dementias,Neurology,1526-632X,10.1212/WNL.0000000000013252,"Cortical proteins implicated in Alzheimer dementia do not necessarily work through AD pathogenesis; rather, non-AD neurodegenerative and vascular diseases and other pathways are at play. Furthermore, some proteins are pleiotrophic and associated with both neurodegenerative and cerebrovascular pathol …",03/08/2022,,,PubMed,Publisher: Neurology PMID: 34937778,http://www.ncbi.nlm.nih.gov/pubmed/34937778,,
ROS,PKIPQMSV,journalArticle,2022,"F, Grodstein; Ch, Chang; Aw, Capuano; Mc, Power; Dx, Marquez; Ll, Barnes; Da, Bennett; Bd, James; Jpw, Bynum","Identification of Dementia in Recent Medicare Claims Data, Compared With Rigorous Clinical Assessments","The journals of gerontology. Series A, Biological sciences and medical sciences",1758-535X,10.1093/gerona/glab377,"Recent Medicare claims perform reasonably well in identifying dementia; however, there are consistent differences in cases of dementia identified through claims than in rigorous cohort evaluations.",06/01/2022,,,PubMed,Publisher: J Gerontol A Biol Sci Med Sci PMID: 34919685,http://www.ncbi.nlm.nih.gov/pubmed/34919685,,
ROS,U9DFSG5N,journalArticle,2022,"C, Ming; M, Wang; Q, Wang; R, Neff; E, Wang; Q, Shen; Js, Reddy; X, Wang; M, Allen; N, Ertekin-Taner; Pl, De Jager; Da, Bennett; V, Haroutunian; E, Schadt; B, Zhang",Whole genome sequencing-based copy number variations reveal novel pathways and targets in Alzheimer's disease,Alzheimer's & dementia : the journal of the Alzheimer's Association,1552-5279,10.1002/alz.12507,We identify CNVs as potential genetic regulators of immune response in AD. The identified CNVs and their downstream gene networks reveal novel pathways and targets for AD.,2022-10,,,PubMed,Publisher: Alzheimers Dement PMID: 34918867,http://www.ncbi.nlm.nih.gov/pubmed/34918867,,
ROS,2R9RJT86,journalArticle,2022,"Sd, Stites; S, Midgett; D, Mechanic-Hamilton; M, Zuelsdorff; Cm, Glover; Dx, Marquez; Je, Balls-Berry; Ml, Streitz; G, Babulal; Jf, Trani; Jn, Henderson; Ll, Barnes; J, Karlawish; Da, Wolk",Establishing a Framework for Gathering Structural and Social Determinants of Health in Alzheimer's Disease Research Centers,The Gerontologist,1758-5341,10.1093/geront/gnab182,"Structural and social determinants of health (SSDoH) are environmental conditions in which individuals are born, live, learn, work, play, worship, and age that affect health, functioning, and quality-of-life outcomes across the life course. Growing evidence suggests that SSDoH can help to explain he …",26/05/2022,,,PubMed,Publisher: Gerontologist PMID: 34919705,http://www.ncbi.nlm.nih.gov/pubmed/34919705,,
ROS,UCCSKKTN,journalArticle,2022,"Nv, Harerimana; Y, Liu; Es, Gerasimov; D, Duong; Tg, Beach; Em, Reiman; Ja, Schneider; P, Boyle; A, Lori; Da, Bennett; Jj, Lah; Ai, Levey; Nt, Seyfried; Ts, Wingo; Ap, Wingo",Genetic Evidence Supporting a Causal Role of Depression in Alzheimer's Disease,Biological psychiatry,1873-2402,10.1016/j.biopsych.2021.11.025,"Depression appears to have a causal role in AD, and this causal relationship is likely driven, in part, by the 53 brain transcripts and proteins identified in this study.",07/01/2022,,,PubMed,Publisher: Biol Psychiatry PMID: 35177243,http://www.ncbi.nlm.nih.gov/pubmed/35177243,,
ROS,KXLNJ5XU,journalArticle,2022,"Y, Gao; D, Felsky; D, Reyes-Dumeyer; S, Sariya; Ma, Rentería; Y, Ma; Hu, Klein; S, Cosentino; Pl, De Jager; Da, Bennett; Am, Brickman; Gd, Schellenberg; R, Mayeux; S, Barral","Integration of GWAS and brain transcriptomic analyses in a multiethnic sample of 35,245 older adults identifies DCDC2 gene as predictor of episodic memory maintenance",Alzheimer's & dementia : the journal of the Alzheimer's Association,1552-5279,10.1002/alz.12524,"Identifying genes underlying memory function will help characterize cognitively resilient and high-risk declining subpopulations contributing to precision medicine strategies. We estimated episodic memory trajectories in 35,245 ethnically diverse older adults representing eight independent cohorts. …",2022-10,,,PubMed,Publisher: Alzheimers Dement PMID: 34873813,http://www.ncbi.nlm.nih.gov/pubmed/34873813,,
ROS,ZTUYJ2SX,journalArticle,2022,"E, Horgusluoglu; R, Neff; Wm, Song; M, Wang; Q, Wang; M, Arnold; J, Krumsiek; B, Galindo-Prieto; C, Ming; K, Nho; G, Kastenmüller; X, Han; R, Baillie; Q, Zeng; S, Andrews; H, Cheng; K, Hao; A, Goate; Da, Bennett; Aj, Saykin; R, Kaddurah-Daouk; B, Zhang",Integrative metabolomics-genomics approach reveals key metabolic pathways and regulators of Alzheimer's disease,Alzheimer's & dementia : the journal of the Alzheimer's Association,1552-5279,10.1002/alz.12468,"Metabolites, the biochemical products of the cellular process, can be used to measure alterations in biochemical pathways related to the pathogenesis of Alzheimer's disease (AD). However, the relationships between systemic abnormalities in metabolism and the pathogenesis of AD are poorly understood. …",2022-06,,,PubMed,Publisher: Alzheimers Dement PMID: 34757660,http://www.ncbi.nlm.nih.gov/pubmed/34757660,,
ROS,D84UIQ6M,journalArticle,2022,"Cy, Wu; Hh, Dodge; S, Gothard; N, Mattek; K, Wright; Ll, Barnes; Lc, Silbert; Mm, Lim; Ja, Kaye; Z, Beattie",Unobtrusive Sensing Technology Detects Ecologically Valid Spatiotemporal Patterns of Daily Routines Distinctive to Persons With Mild Cognitive Impairment,"The journals of gerontology. Series A, Biological sciences and medical sciences",1758-535X,10.1093/gerona/glab293,"The linkage between bathroom and kitchen activities with MCI may be the result of biological, health, and environmental factors in play. In-home, real-time unobtrusive-sensing offers a novel way of delineating cognitive health with chronologically-ordered movement across indoor locations.",10/06/2022,,,PubMed,Publisher: J Gerontol A Biol Sci Med Sci PMID: 34608939,http://www.ncbi.nlm.nih.gov/pubmed/34608939,,
